identifier,collection,abstract,authors,subject,title
8131,0255: Catherine Bliss Enslow Papers,"Terrain over which the 80th Inf. Div advanced in France, WWI, b&w. Typed note states : with the 80th Division in France. Terrain over which the 80th Div Advanced. Old Boche Ammunition dump in the foreground.",U.S. Army Signal Corps,"Subject Terms: 80th Inf Div World War I US Army World War I -- see European War, 1914-1918 Battlefields ","Terrain over which the 80th Inf. US Div advanced in France, WWI"
8132,0255: Catherine Bliss Enslow Papers,"U.S. soldiers in France after D-Day, 1944. Soldier wiping sweat is Pfc. Lloyd Corun of Huntington, W.Va. b&w. Stamp on back states a Signal Corps Photo and not to be published before Sept. 14, 1944. This photo was made between DDay (June) and Sept of 1944.",U.S. Army Signal Corps,"Subject Terms: World War II France Battlefields Soldiers People: Corun, Lloyd ","Pfc. Lloyd Corun and others, in France after D-Day, 1944"
8133,"0798: Frank E. Matthews, Jr. Collection",,United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Cow Creek Floods Houses","Flood damage, Cow Creek, Mingo County, W.Va. Aug. 1972"
8134,"0798: Frank E. Matthews, Jr. Collection","Flood damage along Route 80, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Route 80.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Floods Roads","Flood damage, Route 80, Mingo County, W.Va. after the Gilbert Creek Flood"
8135,"0798: Frank E. Matthews, Jr. Collection","Flood damage along Route 80, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Route 80.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Floods","Flood damage, Route 80, Mingo County, W.Va. after the Gilbert Creek Flood"
8136,"0798: Frank E. Matthews, Jr. Collection","Flood damage Ben Creek School, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Ben Creek School.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Ben Creek School Floods Schools","Flood damage, Ben Creek School, Mingo County, W.Va. Aug. 1972"
8137,"0798: Frank E. Matthews, Jr. Collection","Flood damage Ben Creek School, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Ben Creek School.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Ben Creek School Floods Schools","Flood damage, Ben Creek School, Mingo County, W.Va. Aug. 1972"
8138,"0798: Frank E. Matthews, Jr. Collection","Flood damage Gilbert Creek Hollow Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Gilbert Creek Hollow.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Gilbert, W.Va. Floods","Flood damage, Gilbert Creek Hollow, Mingo County, W.Va. Aug. 1972"
8139,"0798: Frank E. Matthews, Jr. Collection","Flood damage Gilbert Creek Hollow Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Gilbert Creek Hollow.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Floods Roads","Flood damage, Gilbert Creek Hollow, Mingo County, W.Va. Aug. 1972"
8140,"0798: Frank E. Matthews, Jr. Collection","Flood damage Gilbert Creek Hollow, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Gilbert Creek Hollow.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Gilbert Creek Hollow Floods","Flood damage, Gilbert Creek Hollow, Mingo County, W.Va. Aug. 1972"
8141,"0798: Frank E. Matthews, Jr. Collection","Flood damage Gilbert Creek Hollow, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Gilbert Creek Hollow.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Gilbert Creek Hollow Floods","Flood damage, Gilbert Creek Hollow, Mingo County, W.Va. Aug. 1972"
8142,"0798: Frank E. Matthews, Jr. Collection","Flood damage Gilbert Creek Hollow, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Gilbert Creek Hollow.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Gilbert Creek Hollow Floods Houses","Flood damage, Gilbert Creek Hollow, Mingo County, W.Va. Aug. 1972"
8143,"0798: Frank E. Matthews, Jr. Collection","Flood damage Gilbert Creek Hollow, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Gilbert Creek Hollow.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Gilbert Creek Hollow Floods Houses","Flood damage, Gilbert Creek Hollow, Mingo County, W.Va. Aug. 1972"
8144,"0798: Frank E. Matthews, Jr. Collection","Flood damage Gilbert Grade School, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Gilbert Grade School.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Gilbert, W.Va. Floods Schools","Flood damage, Gilbert Grade School, Mingo County, W.Va. Aug. 1972"
8145,"0798: Frank E. Matthews, Jr. Collection","Flood damage Gilbertl, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Gilbert.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Gilbert, W.Va. Floods","Flood damage, Gilbertl, Mingo County, W.Va. Aug. 1972"
8146,"0798: Frank E. Matthews, Jr. Collection","Flood damage Stafford Branchl, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Stafford Branch.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Floods","Flood damage, Stafford Branchl, Mingo County, W.Va. Aug. 1972"
8147,"0798: Frank E. Matthews, Jr. Collection","Red Cross HQ, Gilbert Grade School, Mingo County, W.Va. after the Gilbert Creek Flood, Aug., 1972, col. Tag on back reads: 8/24/72 Flood damage, Mingo County, Red Cross-Gilbert Grade School.",United States Army,"Subject Terms: Mingo Co., W.Va. Gilbert Creek Flood Gilbert, W.Va. American Red Cross Floods Schools","Red Cross HQ, Gilbert Grade School, Mingo County, W.Va. Aug. 1972"
8148,0636: James R. Shephard Papers,"Sagua la Grande MRBM base, Cuba, late October, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. On back: pencil note: Sagua la Grande.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles Sagua la Grande missile site Sagua la Grande Spying Nuclear weapons Studio: US official photo,"Sagua la Grande MRBM base, Cuba, late October, 1962"
8149,0636: James R. Shephard Papers,"San Cristobal MRBM Site, Cuba, showing launch position, Late Oct 1962, b&w. One of several reconaissance photos made during Cuba missile crisis.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles San Cristobal MRBM site MRBM Missile sites Nuclear warheads Spying Nuclear weapons Prefabricated houses Studio: US official photo,"San Cristobal MRBM Site, Cuba, showing launch position, Late Oct 1962"
8150,0636: James R. Shephard Papers,"San Cristobal MRBM site #1, Cuba, Aug. 29, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Back has stamp: U.S. Army Engineer Geodesy, Intelligence Division, Fort Belvoir, VA.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis San Cristobal MRBM site MRBM Missile sites Spying Nuclear weapons,"San Cristobal MRBM site #1, Cuba, Aug. 29, 1962"
8151,0636: James R. Shephard Papers,"San Cristobal MRBM site #1, Cuba, Oct. 14, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Back has stamp: U.S. Army Engineer Geodesy, Intelligence Division, Fort Belvoir, VA.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis San Cristobal MRBM site MRBM Missile sites Spying Nuclear weapons,"San Cristobal MRBM site #1, Cuba, Oct. 14, 1962"
8152,0636: James R. Shephard Papers,"San Cristobal MRBM site #2, Cuba, Oct. 23, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Back has stamp: U.S. Army Engineer Geodesy, Intelligence Division, Fort Belvoir, VA. Shows prefab housing under construction.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis San Cristobal MRBM site MRBM Missile sites Spying Nuclear weapons Prefabricated houses,"San Cristobal MRBM site #2, Cuba, Oct. 23, 1962"
8153,0636: James R. Shephard Papers,"San Cristobal MRBM Site #2, Cuba, showing missile sites, Oct 17, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Note on back shows launch area nearing completion.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles San Cristobal MRBM site MRBM Missile sites Spying Nuclear weapons Prefabricated houses Studio: US official photo,"San Cristobal MRBM Site #2, Cuba, showing missile sites, Oct 17, 1962"
8154,0636: James R. Shephard Papers,"San Cristobal MRBM Site #2, Cuba, showing missile sites, Oct 22, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Note on back shows there were four launch positions prepared.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles San Cristobal MRBM site MRBM Missile sites Spying Nuclear weapons Prefabricated houses Studio: US official photo,"San Cristobal MRBM Site #2, Cuba, showing missile sites, Oct 22, 1962"
8155,0636: James R. Shephard Papers,"San Cristobal MRBM site #1, Cuba, Oct. 23, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Inset map shows location in Cuba. Back has stamp: U.S. Army Engineer Geodesy, Intelligence Division, Fort Belvoir, VA. Note on back states these missiles had range of 2000 km. Distance Havana to Washington 1826km.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis San Cristobal MRBM site MRBM Missile sites Spying Nuclear weapons,"San Cristobal MRBM site #1, Cuba, Oct. 23, 1962"
8156,0636: James R. Shephard Papers,"Unnamed MRBM base, Cuba, late Oct 23, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. On back: Probably 23 Oct.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles MRBM base Spying Nuclear weapons Studio: US official photo,"Unnamed MRBM base, Cuba, Oct 23, 1962"
8157,0636: James R. Shephard Papers,"San Cristobal MRBM Site #2, Cuba, showing missile sites, Oct 29, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Note on back reads missile transporter & launch erectors had been removed, but construction continued on the nuclear warhead storage facility on left of photo.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles San Cristobal MRBM site MRBM Missile sites Nuclear warheads Spying Nuclear weapons Prefabricated houses Studio: US official photo,"San Cristobal MRBM Site #2, Cuba, showing missile sites, Oct 29, 1962"
8158,0636: James R. Shephard Papers,"Guanajay IRBM missile site, Cuba, showing broken up launch pads, Nov 1, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Guanajay may have had more than one missile site The IRBM's had a longer range than the MRBM's at the other cuba missile sites..",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles Guanajay IRBM site IRBM Missile sites Nuclear warheads Spying Nuclear weapons Studio: US official photo,"Guanajay IRBM missile site, Cuba, showing broken up launch pads, Nov 1, 1962"
8159,0636: James R. Shephard Papers,"Guanajay IRBM missile site, Cuba, showing nuclear storage bunker, Nov 1, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Guanajay may have had more than one missile site The IRBM's had a longer range than the MRBM's at the other cuba missile sites..",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles Guanajay IRBM site IRBM Missile sites Nuclear warheads Spying Nuclear weapons Studio: US official photo,"Guanajay IRBM missile site, Cuba, showing nuclear storage bunker, Nov 1, 1962"
8160,0636: James R. Shephard Papers,"Sagua la Grande MRBM base, Cuba, Nov 1, 1962, showing incomplete buildings, b&w. One of several reconaissance photos made during Cuba missile crisis. Note on back:launch erectors and associated equipment have been completely removed from all 4 launch pads.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles Sagua la Grande missile site Sagua la Grande Spying Nuclear weapons Studio: US official photo,"Sagua la Grande MRBM base, Cuba, Nov 1, 1962"
8161,0636: James R. Shephard Papers,"Sagua la Grande MRBM base, Cuba, Nov 1, 1962, showing vacated launch positions, b&w. One of several reconaissance photos made during Cuba missile crisis. Shows vacated launch positions. Note on back: Sagua la Grande.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles Sagua la Grande missile site Sagua la Grande Spying Nuclear weapons Studio: US official photo,"Sagua la Grande MRBM base, Cuba, Nov 1, 1962"
8162,0636: James R. Shephard Papers,"Sagua la Grande MRBM base, Cuba, Nov 1, 1962, showing vacated launch positions, b&w. One of several reconaissance photos made during Cuba missile crisis. Shows vacated launch positions. Note on back: Sagua la Grande.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles Sagua la Grande missile site Sagua la Grande Spying Nuclear weapons Studio: US official photo,"Sagua la Grande MRBM base, Cuba, Nov 1, 1962"
8163,0636: James R. Shephard Papers,"Sagua la Grande MRBM Site #1, Cuba, Nov 1, 1962, showing former launch positions, b&w. One of several reconaissance photos made during Cuba missile crisis. Note on back:launch erectors and associated equipment have been completely removed from all 4 launch pads.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles Sagua la Grande missile site Sagua la Grande Launch site 1 Sagua la Grande Spying Nuclear weapons Studio: US official photo,"Sagua la Grande MRBM Site #1, Cuba, Nov 1, 1962"
8164,0636: James R. Shephard Papers,"San Cristobal MRBM Site #2, Cuba, showing missile sites, Nov 1, 1962, b&w. One of several reconaissance photos made during Cuba missile crisis. Note on back reads Soviets have removed all MRBM launch equipment, and completely destroyed the launch position in lower center of photo.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles San Cristobal MRBM site MRBM Missile sites Nuclear warheads Spying Nuclear weapons Prefabricated houses Studio: US official photo,"San Cristobal MRBM Site #2, Cuba, showing missile sites, Nov 1, 1962"
8165,0636: James R. Shephard Papers,"San Cristobal MRBM Site, Cuba, showing vacated launch position, Nov 1 1962, b&w. One of several reconaissance photos made during Cuba missile crisis.",US Army Engineers Intelligence Division,Subject Terms: Cuba Cuban Missile Crisis Russian missiles San Cristobal MRBM site MRBM Missile sites Nuclear warheads Spying Nuclear weapons Studio: US official photo,"San Cristobal MRBM Site, Cuba, showing vacated launch position, Nov 1 1962"
8166,0010: Catherine Bliss Enslow Papers,"Autographed photo of Mary Martin, ca. 1940, b&W Autograph on front reads: ""To Catherine Bliss Enslow with all best wishes for happiness, Mary Martin"" She was born December 1, 1913 – died November 3, 1990.",Vandamm,"People: Martin, Mary Oakley, Annie Subject Terms: Actresses Mary Martin Catherine Bliss Enslow Papers Annie Get Your Gun Black and White Publicity Signature American Theater Hall of Fame Kennedy Center Honoree Western Dress Gun Rifle Fringe","Autographed photo of Mary Martin, ca. 1940"
